seriesAcronym,acronym,city,country,startDate,endDate,year,url
TFCV,TFCV 1998,Germany,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/tfcv1998
TENCON,TENCON 1998,New Delhi,India,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/tencon1998
TAPD,TAPD 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/tapd1998
TAG,TAG 1998,Philadelphia,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/tag1998
SWEE,SWEE 1998,McLean,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/swee1998
SWAT,SWAT 1998,Stockholm,Sweden,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/swat1998
SPIN,SPIN 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/spin1998
SPDP,SPDP 1998,Orlando,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/spdp1998
SIMVIS,SIMVIS 1998,Magdeburg,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/simvis1998
SIGSOFT,SIGSOFT 1998,Lake Buena Vista,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/sigsoft1998
SEKE,SEKE 1998,San Francisco Bay,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/seke1998
SEC,SEC 1998,Vienna,Hungary,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/sec1998
SEBD,SEBD 1998,Ancona,Italy,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/sebd1998
SDH,SDH 1998,Vancouver,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/sdh1998
SBBD,SBBD 1998,Maringa,Maringa,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/sbbd1998
SARA,SARA 1998,Pacific Grove,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/sara1998
ROCLING,ROCLING 1998,Hsinchu,Taiwan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/rocling1998
ROBOCUP,ROBOCUP 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/robocup1998
RO-MAN,RO-MAN 1998,Kagawa,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ro-man1998
RELMICS,RELMICS 1998,Warsaw,Poland,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/relmics1998
RAW,RAW 1998,Orlando,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/raw1998
RAID,RAID 1998,Louvain-la-Neuve,Belgium,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/raid1998
PUK,PUK 1998,Paderborn,Paderborn,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/puk1998
PSTV,PSTV 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/pstv1998
POS,POS 1998,Tiburon,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/pos1998
PODP,PODP 1998,Saint Malo,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/podp1998
PJW,PJW 1998,Tiburon,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/pjw1998
PEARL,PEARL 1998,Boppard,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/pearl1998
PDC,PDC 1998,Seattle,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/pdc1998
PARA,PARA 1998,Umeå,Sweden,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/para1998
PAP,PAP 1998,London,United Kingdom,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/pap1998
OHS,OHS 1998,Pittsburgh,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ohs1998
NOSSDAV,NOSSDAV 1998,Cambridge,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/nossdav1998
NORDSEC,NORDSEC 1998,Trondheim,Norway,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/nordsec1998
NNSP,NNSP 1998,Cambridge,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/nnsp1998
NMR,NMR 1998,Trento,Italy,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/nmr1998
NMBIA,NMBIA 1998,Glasgow,United Kingdom,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/nmbia1998
NDSS,NDSS 1998,San Diego,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ndss1998
MUC,MUC 1998,Fairfax,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/muc1998
MSS,MSS 1998,College Park,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mss1998
MODELLIERUNG,MODELLIERUNG 1998,Münster,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/modellierung1998
MMSEC,MMSEC 1998,Bristol,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mmsec1998
MMNS,MMNS 1998,Versailles,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mmns1998
MMM,MMM 1998,Lausanne,Switzerland,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mmm1998
MIS,MIS 1998,Istanbul,Turkey,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mis1998
MIPPR,MIPPR 1998,Wuhan,People's Republic of China,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mippr1998
MHCI,MHCI 1998,Glasgow,Scotland,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mhci1998
MFCS,MFCS 1998,Brno,Czech Republic,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mfcs1998
MB,MB 1998,Groningen/Haren,The Netherlands,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mb1998
MASCOTS,MASCOTS 1998,Montreal,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mascots1998
MAMMO,MAMMO 1998,Nijmegen,The Netherlands,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/mammo1998
MA,MA 1998,Stuttgart,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ma1998
LOPSTR,LOPSTR 1998,Manchester,U.K.,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/lopstr1998
LISA,LISA 1998,Boston,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/lisa1998
LCTRTS,LCTRTS 1998,Montreal,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/lctrts1998
LATIN,LATIN 1998,Campinas,Brazil,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/latin1998
LANMAN,LANMAN 1998,Banff,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/lanman1998
KRDB,KRDB 1998,Seattle,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/krdb1998
KONVENS,KONVENS 1998,Bonn,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/konvens1998
KDEX,KDEX 1998,Taipeh,Taiwan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/kdex1998
JIT,JIT 1998,Frankfurt/Main,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/jit1998
JISBD,JISBD 1998,Valencia,Spain,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/jisbd1998
JFPLC,JFPLC 1998,Nantes,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/jfplc1998
IWQOS,IWQOS 1998,Napa,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iwqos1998
IWMM,IWMM 1998,Vancouver,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iwmm1998
IWEB,IWEB 1998,Marburg/Lahn,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iweb1998
IVCNZ,IVCNZ 1998,Auckland,New Zealand,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ivcnz1998
ISMB,ISMB 1998,Montreal,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ismb1998
ISIWI,ISIWI 1998,Praha,Czech Republic,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/isiwi1998
ISESS,ISESS 1998,St. Nikolai,Austria,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/isess1998
ISCIS,ISCIS 1998,Ankara,Turkey,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iscis1998
ISCAS,ISCAS 1998,Monterey,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iscas1998
ISCA,ISCA 1998,Barcelona,Spain,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/isca1998
IQ,IQ 1998,MIT Sloan School of Management,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iq1998
IPPS,IPPS 1998,Orlando,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ipps1998
IPMU,IPMU 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ipmu1998
IPCCC,IPCCC 1998,Phoenix/Tempe,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ipccc1998
INTERSPEECH,INTERSPEECH 1998,Sydney,Australia,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/interspeech1998
INFORSID,INFORSID 1998,Montpellier,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/inforsid1998
INET,INET 1998,Geneva,Switzerland,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/inet1998
INAP,INAP 1998,Tokyo,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/inap1998
IFIP5-7,IFIP5-7 1998,Troon,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ifip5-71998
IFIP3,IFIP3 1998,Vienna,Hunary,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ifip31998
IFIP13-2,IFIP13-2 1998,Stuttgart,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ifip13-21998
IDEAL,IDEAL 1998,Shatin,China,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ideal1998
ICSP,ICSP 1998,Chicago,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icsp1998
ICPR,ICPR 1998,Brisbane,Australia,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icpr1998
ICOIN,ICOIN 1998,Tokyo,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icoin1998
ICGI,ICGI 1998,Ames,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icgi1998
ICCV,ICCV 1998,Bombay,India,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iccv1998
ICCI,ICCI 1998,Winnipeg,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icci1998
ICCHP,ICCHP 1998,Vienna,Hungary,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icchp1998
ICCD,ICCD 1998,Austin,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iccd1998
ICAT,ICAT 1998,Tokyo,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icat1998
ICANN,ICANN 1998,Skövde,Sweden,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/icann1998
IATA,IATA 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iata1998
IAS,IAS 1998,N.N.,N.N.,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ias1998
IADT,IADT 1998,Berlin,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iadt1998
IAAI,IAAI 1998,Madison,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/iaai1998
HIPC,HIPC 1998,Madras,India,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/hipc1998
HAPTICS,HAPTICS 1998,Anaheim,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/haptics1998
GVD,GVD 1998,Konstanz,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/gvd1998
GIHDI,GIHDI 1998,Stuttgart,Stuttgart,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/gihdi1998
GI,GI 1998,Magdeburg,Magdeburg,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/gi1998
GD,GD 1998,Montreal,Canada,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/gd1998
GCB,GCB 1998,Cologne,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/gcb1998
FWS,FWS 1998,Koblenz,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fws1998
FUSION,FUSION 1998,Las Vegas,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fusion1998
FUN,FUN 1998,Isola d'Elba,Italy,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fun1998
FTP,FTP 1998,Schloss Wilhelminenberg,Austria,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ftp1998
FROCOS,FROCOS 1998,Amsterdam The Netherlands,Amsterdam The Netherlands,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/frocos1998
FQAS,FQAS 1998,Roskilde,Denmark,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fqas1998
FORTE,FORTE 1998,Paris,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/forte1998
FOIS,FOIS 1998,Trento,Italy,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fois1998
FMCAD,FMCAD 1998,Palo Alto,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fmcad1998
FLOPS,FLOPS 1998,Kyoto,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/flops1998
FIFF,FIFF 1998,Darmstadt,Darmstadt,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fiff1998
FICS,FICS 1998,Brno,Czech Republic,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fics1998
FDBS,FDBS 1998,Magdeburg,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fdbs1998
FBT,FBT 1998,Cottbus,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/fbt1998
EWCG,EWCG 1998,Barcelona,Spain,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ewcg1998
EWCBR,EWCBR 1998,Dublin,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ewcbr1998
EUSIPCO,EUSIPCO 1998,Island of Rhodes,Greece,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/eusipco1998
EUROGRAPHICS,EUROGRAPHICS 1998,Lisbon,Portugal,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/eurographics1998
EURO-PDS,EURO-PDS 1998,Vienna,Austria,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/euro-pds1998
EUNIS,EUNIS 1998,Praha,Czech Republic,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/eunis1998
ESSLLI,ESSLLI 1998,Saarbrücken,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/esslli1998
EMISA,EMISA 1998,Gelsenkirchen,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/emisa1998
EGPGV,EGPGV 1998,Rennes,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/egpgv1998
ECIS,ECIS 1998,Aix-en-Provence,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ecis1998
ECIR,ECIR 1998,Autrans,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ecir1998
ECBS,ECBS 1998,Maale Hachamisha,Israel,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ecbs1998
DSOM,DSOM 1998,Delaware,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dsom1998
DMKD,DMKD 1998,Seattle,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dmkd1998
DIHU,DIHU 1998,Debrecen,Hungary,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dihu1998
DIALM,DIALM 1998,Dallas,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dialm1998
DEXA,DEXA 1998,Vienna,Austria,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dexa1998
DEDUCTIVE,DEDUCTIVE 1998,Manchester,United Kingdom,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/deductive1998
DCSCW,DCSCW 1998,Dortmund,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dcscw1998
DARS,DARS 1998,Karlsruhe,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dars1998
DAGM,DAGM 1998,Stuttgart,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/dagm1998
CSCWD,CSCWD 1998,Tokyo,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cscwd1998
CP,CP 1998,Pisa,Italy,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cp1998
COOPIS,COOPIS 1998,New York City,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/coopis1998
COOP,COOP 1998,Cannes,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/coop1998
COMAD,COMAD 1998,Hyderabad,India,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/comad1998
COBUILD,COBUILD 1998,Darmstadt,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cobuild1998
CLIN,CLIN 1998,Leuven,Belgium,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/clin1998
CIVR,CIVR 1998,Newcastle,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/civr1998
CHI,CHI 1998,Los Angeles,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/chi1998
CDS,CDS 1998,Annapolis,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cds1998
CDB,CDB 1998,Seattle,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cdb1998
CCA,CCA 1998,Brno,Czech Republic,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cca1998
CASES,CASES 1998,"Washington, D.C.",United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cases1998
CASC,CASC 1998,Saint Petersburg,Russia,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/casc1998
CAPTECH,CAPTECH 1998,Geneva,Switzerland,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/captech1998
CAD,CAD 1998,Darmstadt,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/cad1998
BMVC,BMVC 1998,Southampton,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/bmvc1998
BDA,BDA 1998,Hammamet,Tunisia,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/bda1998
BCSHCI,BCSHCI 1998,Sheffield,UK,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/bcshci1998
BALT,BALT 1998,Riga,Latvia,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/balt1998
ASM,ASM 1998,Cannes,France,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/asm1998
ASIST,ASIST 1998,Pittsburgh,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/asist1998
APWEB,APWEB 1998,Beijing,People's Republic of China,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/apweb1998
APNOMS,APNOMS 1998,Sendai,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/apnoms1998
AMS,AMS 1998,Karlsruhe,Germany,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/ams1998
AMEC,AMEC 1998,Seoul,South Korea,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/amec1998
AMCP,AMCP 1998,Osaka,Japan,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/amcp1998
AIPS,AIPS 1998,Pittsburgh,United States of America,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/aips1998
AES,AES 1998,Ventura,USA,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/aes1998
ADBIS,ADBIS 1998,Poznań,Poland,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/adbis1998
ACISP,ACISP 1998,Brisbane,Australia,1998-01-01,1998-01-01,1998,http://portal.confref.org/list/acisp1998
ISPAN,ISPAN 1997,Taipei,Taiwan,1997-12-18,1997-12-20,1997,http://portal.confref.org/list/ispan1997
FSTTCS,FSTTCS 1997,Kharagpur,India,1997-12-18,1997-12-20,1997,http://portal.confref.org/list/fsttcs1997
COMAD,COMAD 1997,Chennai (Madras),India,1997-12-18,1997-12-20,1997,http://portal.confref.org/list/comad1997
ISAAC,ISAAC 1997,Singapore,Singapore,1997-12-17,1997-12-19,1997,http://portal.confref.org/list/isaac1997
IMA,IMA 1997,Cirencester,UK,1997-12-17,1997-12-19,1997,http://portal.confref.org/list/ima1997
ICIS,ICIS 1997,Atlanta,United States of America,1997-12-15,1997-12-17,1997,http://portal.confref.org/list/icis1997
COST,COST 1997,Lisboa,Portugal,1997-12-15,1997-12-19,1997,http://portal.confref.org/list/cost1997
AMAST,AMAST 1997,Sydney,Australia,1997-12-13,1997-12-17,1997,http://portal.confref.org/list/amast1997
ICPADS,ICPADS 1997,Seoul,South Korea,1997-12-11,1997-12-13,1997,http://portal.confref.org/list/icpads1997
OPODIS,OPODIS 1997,Chantilly,France,1997-12-10,1997-12-12,1997,http://portal.confref.org/list/opodis1997
USITS,USITS 1997,Monterey,United States of America,1997-12-08,1997-12-11,1997,http://portal.confref.org/list/usits1997
ISCOPE,ISCOPE 1997,Marina del Rey,USA,1997-12-08,1997-12-11,1997,http://portal.confref.org/list/iscope1997
DOOD,DOOD 1997,Montreux,Switzerland,1997-12-08,1997-12-12,1997,http://portal.confref.org/list/dood1997
ACSAC,ACSAC 1997,San Diego,United States of America,1997-12-08,1997-12-12,1997,http://portal.confref.org/list/acsac1997
WSC,WSC 1997,Atlanta,United States of America,1997-12-07,1997-12-10,1997,http://portal.confref.org/list/wsc1997
CMG,CMG 1997,Orlando,United States of America,1997-12-07,1997-12-12,1997,http://portal.confref.org/list/cmg1997
